Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,11/06/2014,646.00,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,EVAC+CHAIR INTERNATIONAL LTD,16/06/2014,255.00,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,MAIN MAN SUPPLIES LTD,06/06/2014,375.50,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,FCC RECYCLING (UK) LIMITED,11/06/2014,"1,199.92",,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,FCC RECYCLING (UK) LIMITED,11/06/2014,104.72,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,Redacted Personal Information,20/06/2014,"1,020.00",,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,Redacted Personal Information,20/06/2014,165.00,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,MESSRS FARR & HARRIS LTD,09/06/2014,134.17,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,Howdens Joinery Ltd,09/06/2014,260.94,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,Howdens Joinery Ltd,09/06/2014,837.52,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SCREWFIX DIRECT,23/06/2014,172.39,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SCREWFIX DIRECT,23/06/2014,112.43,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SCREWFIX DIRECT,23/06/2014,108.24,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SCREWFIX DIRECT,23/06/2014,178.23,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SCREWFIX DIRECT,23/06/2014,156.43,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,04/06/2014,121.62,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),04/06/2014,216.09,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,27/06/2014,221.80,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,27/06/2014,113.54,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,16/06/2014,161.72,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,10/06/2014,144.77,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,10/06/2014,145.36,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,23/06/2014,159.52,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,23/06/2014,116.88,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,23/06/2014,159.72,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,23/06/2014,102.71,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,23/06/2014,202.01,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,12/06/2014,112.50,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,04/06/2014,140.84,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,27/06/2014,110.41,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,27/06/2014,166.68,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,27/06/2014,112.50,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,16/06/2014,112.50,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,16/06/2014,101.26,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,16/06/2014,216.00,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,16/06/2014,125.56,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,16/06/2014,272.48,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,10/06/2014,112.50,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,23/06/2014,124.62,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,23/06/2014,195.21,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSX,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,04/06/2014,256.26,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSX,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,23/06/2014,171.95,,,,,,,
Customer Services,ICT,CBAF,Supplies & Services,Comp Hardware (Purch / Hire),MISCO,05/06/2014,166.44,,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,12/06/2014,350.00,,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,WREKIN SERVICES LTD,12/06/2014,240.00,,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,12/06/2014,"1,307.01",,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,12/06/2014,681.90,,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,12/06/2014,"1,822.84",,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,12/06/2014,184.96,,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,12/06/2014,"16,639.06",,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,12/06/2014,"5,853.78",,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Other Expenses,PROCESS FLOWS UK LTD,13/06/2014,386.37,,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,Digital Exchange Products Ltd,03/06/2014,440.00,,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Telephones,Digital Exchange Products Ltd,05/06/2014,325.00,,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,09/06/2014,"4,976.00",,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Telephones,Digital Exchange Products Ltd,09/06/2014,390.00,,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,10/06/2014,"11,359.41",,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,10/06/2014,"-1,359.41",,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,10/06/2014,"10,075.30",,,,,,,
Customer Services,ICT,CBAH,Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,17/06/2014,"15,810.50",,,,,,,
Customer Services,ICT,CBAJ,Premises-Related Expenditure,R&M -Building Other,EUROPEAN ELECTRONIQUE LTD,17/06/2014,"1,015.00",,,,,,,
Customer Services,ICT,CBAJ,Supplies & Services,Comp Hardware (Purch / Hire),CCS MEDIA LIMITED,12/06/2014,145.00,,,,,,,
Customer Services,ICT,CBAJ,Supplies & Services,Telecomms,Airband Community Internet,12/06/2014,295.00,,,,,,,
Customer Services,ICT,CBAJ,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC,12/06/2014,"3,910.99",,,,,,,
Customer Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),AQ LIMITED,12/06/2014,124.26,,,,,,,
Customer Services,ICT,CBAJ,Supplies & Services,External Computer Use,WELLDATA LTD,09/06/2014,"5,573.04",,,,,,,
Customer Services,ICT,CBAJ,Supplies & Services,Telecomms,Airband Community Internet,05/06/2014,590.00,,,,,,,
Customer Services,ICT,CBAJ,Supplies & Services,Telecomms,Airband Community Internet,05/06/2014,950.00,,,,,,,
Customer Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),PILLAR SOFTWARE LIMITED,18/06/2014,"1,159.00",,,,,,,
Customer Services,ICT,CBAJ,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,19/06/2014,"1,036.50",,,,,,,
Customer Services,ICT,CBAJ,Supplies & Services,Telecomms,Airband Community Internet,09/06/2014,700.00,,,,,,,
Customer Services,ICT,CBAJ,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,23/06/2014,"21,198.00",,,,,,,
Customer Services,ICT,CBAJ,Supplies & Services,Telecomms,EUROPEAN ELECTRONIQUE LTD,23/06/2014,"4,320.00",,,,,,,
Customer Services,ICT,CBAJ,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,18/06/2014,190.20,,,,,,,
Customer Services,ICT,CBAL,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,05/06/2014,246.00,,,,,,,
Customer Services,ICT,CBAL,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,05/06/2014,123.00,,,,,,,
Customer Services,ICT,CBAL,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,23/06/2014,220.20,,,,,,,
Customer Services,ICT,CBAL,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,23/06/2014,458.75,,,,,,,
Customer Services,ICT,CBAR,Capital Financing Costs,Leased Equipment,Pinecroft Limited,25/06/2014,"33,738.34",,,,,,,
Customer Services,ICT,CBAR,Capital Financing Costs,Leased Equipment,ASSET ADVANTAGE LIMITED,26/06/2014,"1,698.43",,,,,,,
Customer Services,ICT,CBAR,Capital Financing Costs,Leased Equipment,CIT VENDOR FINANCE,26/06/2014,295.06,,,,,,,
Customer Services,ICT,CBAR,Capital Financing Costs,Leased Equipment,CIT VENDOR FINANCE,26/06/2014,243.64,,,,,,,
Customer Services,ICT,CBAR,Capital Financing Costs,Leased Equipment,CIT VENDOR FINANCE,26/06/2014,"1,921.19",,,,,,,
Customer Services,ICT,CBAR,Capital Financing Costs,Leased Equipment,CIT VENDOR FINANCE,26/06/2014,"1,362.50",,,,,,,
Customer Services,ICT,CBAR,Capital Financing Costs,Leased Equipment,CIT VENDOR FINANCE,26/06/2014,570.93,,,,,,,
Customer Services,ICT,CBAR,Capital Financing Costs,Leased Equipment,ASSET ADVANTAGE LIMITED,26/06/2014,632.54,,,,,,,
Customer Services,ICT,CBAR,Capital Financing Costs,Leased Equipment,ASSET ADVANTAGE LIMITED,26/06/2014,"3,921.10",,,,,,,
Customer Services,ICT,CBAR,Capital Financing Costs,Leased Equipment,ASSET ADVANTAGE LIMITED,26/06/2014,"3,921.10",,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Other Capital Expenditure,Bronze Software Labs Ltd,12/06/2014,"1,125.00",,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Payments to Contractor,OPTEVIA,12/06/2014,"1,150.00",,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Payments to Contractor,SPECIALIST COMPUTERS CENTRES PLC,26/06/2014,"1,503.00",,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Payments to Contractor,SPECIALIST COMPUTERS CENTRES PLC,26/06/2014,"13,650.00",,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Computer Hardware,EUROPEAN ELECTRONIQUE LTD,26/06/2014,"19,178.00",,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Computer Hardware,Airband Community Internet,09/06/2014,"1,000.00",,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Other Capital Expenditure,Oaresome LTD,09/06/2014,"2,530.00",,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Computer Hardware,Airband Community Internet,10/06/2014,"1,600.00",,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Stationery,MERIDIAN COST BENEFIT LTD,13/06/2014,204.15,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,13/06/2014,390.56,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,13/06/2014,206.80,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,13/06/2014,194.17,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,LIBRARY MAGNA BOOKS LIMITED,13/06/2014,279.28,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,13/06/2014,104.91,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,LIBRARY MAGNA BOOKS LIMITED,06/06/2014,150.47,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,06/06/2014,145.41,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,OAKHILL PUBLISHING LTD,06/06/2014,353.60,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,03/06/2014,153.47,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,03/06/2014,198.35,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,03/06/2014,110.04,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,03/06/2014,216.14,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,03/06/2014,112.24,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,03/06/2014,332.52,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,03/06/2014,248.33,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,03/06/2014,126.98,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,03/06/2014,135.50,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,03/06/2014,160.31,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Equipment - Purchase,SPECIALIST COMPUTERS CENTRES PLC,26/06/2014,180.73,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,W F HOWES LTD,16/06/2014,187.20,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,W F HOWES LTD,16/06/2014,187.20,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,LIBRARY MAGNA BOOKS LIMITED,16/06/2014,249.76,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,02/06/2014,-160.31,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,09/06/2014,284.16,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,09/06/2014,154.30,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,W F HOWES LTD,09/06/2014,363.20,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,09/06/2014,113.64,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,09/06/2014,225.76,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,09/06/2014,172.54,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,09/06/2014,268.15,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,09/06/2014,414.90,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,W F HOWES LTD,09/06/2014,396.00,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Marketing & Publicity,POETRY ON LOAN,09/06/2014,204.00,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,24/06/2014,128.38,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,24/06/2014,667.56,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,24/06/2014,214.08,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,24/06/2014,118.32,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,24/06/2014,111.68,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,24/06/2014,145.05,,,,,,,
Customer Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,24/06/2014,539.55,,,,,,,
