Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,
Customer & People Services,Customer & Registrars Services,LMAD,Supplies & Services,Equipment - Purchase,SPECIALIST COMPUTERS CENTRES PLC,06/11/2013,137.37,,,,
Customer & People Services,Customer & Registrars Services,LSAA,Supplies & Services,Equipment - Purchase,WENLOCK SPRING WATER LTD,20/11/2013,117.8,,,,
Customer & People Services,Customer & Registrars Services,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,20/11/2013,2900.24,,,,
Customer & People Services,Customer & Registrars Services,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,20/11/2013,3224.65,,,,
Customer & People Services,Customer & Registrars Services,LSAB,Supplies & Services,Items For Resale,G H DAVIES & SON,05/11/2013,183.6,,,,
Customer & People Services,Facilities Management and Cleaning Services,ASAB,Employees,Course Fees,NAT ASSOC OF BRITISH MARKET AUTHORITIES,27/11/2013,200,,,,
Customer & People Services,Facilities Management and Cleaning Services,ASAB,Supplies & Services,Other Expenses,BUSINESS WATCH GUARDING LIMITED,21/11/2013,315.84,,,,
Customer & People Services,Facilities Management and Cleaning Services,ASAB,Supplies & Services,Other Expenses,BUSINESS WATCH GUARDING LIMITED,21/11/2013,752.08,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAA,Premises-Related Expenditure,R&M -Buildings DLO Charge,TELFORD & WREKIN SERVICES LTD,08/11/2013,6069.16,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAA,Supplies & Services,Legal,WARD HADAWAY SOLICITORS,08/11/2013,222.4,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAD,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,18/11/2013,18054.83,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAM,Premises-Related Expenditure,R&M -Building Other,D P WILCOX & SON,22/11/2013,220,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAM,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,01/11/2013,183.3,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAS,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),07/11/2013,-161.38,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAS,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),07/11/2013,-156.12,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAS,Supplies & Services,Stationery,SIGNS EXPRESS (TELFORD),08/11/2013,173,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAS,Supplies & Services,Graphic Design Charges,LION FPG LIMITED,04/11/2013,247,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Employees,Staff Training,WENLOCK HEALTH & SAFETY LTD,04/11/2013,190,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M - Electrical,ELECTROSERVICES (MIDLANDS) LTD,18/11/2013,295.6,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,26/11/2013,375,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,25/11/2013,178.5,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,DCI RECYCLING,11/11/2013,416.66,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,14/11/2013,389,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,07/11/2013,355.32,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,27/11/2013,175,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,28/11/2013,209.07,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,EDMUNDSON ELECTRICAL LTD,28/11/2013,145.34,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,Howdens Joinery Ltd,28/11/2013,640.43,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,07/11/2013,285,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,AY FABRICATIONS LTD,08/11/2013,118.32,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,08/11/2013,195.24,,,,
Customer & People Services,Facilities Management and Cleaning Services,CFAY,Supplies & Services,Printing - Other,SIGNS EXPRESS (TELFORD),25/11/2013,134,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,18/11/2013,163.75,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,20/11/2013,106.13,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,20/11/2013,141.68,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,14/11/2013,112.58,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,28/11/2013,152.1,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),07/11/2013,165.08,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),07/11/2013,118.79,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),07/11/2013,101.34,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),07/11/2013,201.52,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,12/11/2013,101.25,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,15/11/2013,150.7,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Specific Works,A3 MACHINES LIMITED,20/11/2013,398,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,26/11/2013,189.78,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,26/11/2013,143.13,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,26/11/2013,142.54,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,26/11/2013,113.97,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,26/11/2013,140.63,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,27/11/2013,115.04,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,27/11/2013,243.28,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,27/11/2013,112.5,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,28/11/2013,103.03,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,28/11/2013,133.54,,,,
Customer & People Services,Facilities Management and Cleaning Services,CLSS,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,20/11/2013,214.08,,,,
Customer & People Services,Facilities Management and Cleaning Services,EWAM,Supplies & Services,Computer Software (Maint),SystemsLink,19/11/2013,1800,,,,
Customer & People Services,ICT,CBAB,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,18/11/2013,663,,,,
Customer & People Services,ICT,CBAB,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,19/11/2013,407,,,,
Customer & People Services,ICT,CBAB,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,05/11/2013,407,,,,
Customer & People Services,ICT,CBAB,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,05/11/2013,510,,,,
Customer & People Services,ICT,CBAB,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,05/11/2013,561,,,,
Customer & People Services,ICT,CBAB,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,06/11/2013,375.83,,,,
Customer & People Services,ICT,CBAC,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,14/11/2013,166,,,,
Customer & People Services,ICT,CBAF,Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,08/11/2013,478,,,,
Customer & People Services,ICT,CBAF,Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,08/11/2013,2950.5,,,,
Customer & People Services,ICT,CBAF,Supplies & Services,Comp Hardware (Purch / Hire),ORANGE PERSONAL COMM SERVICES LTD,12/11/2013,269,,,,
Customer & People Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,SPECIALIST COMPUTERS CENTRES PLC,08/11/2013,412.11,,,,
Customer & People Services,ICT,CBAG,Supplies & Services,Carriage/Delivery Charge,Digital Exchange Products Ltd,06/11/2013,295,,,,
Customer & People Services,ICT,CBAG,Supplies & Services,Telephones,Digital Exchange Products Ltd,08/11/2013,475,,,,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,12/11/2013,183.8,,,,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,12/11/2013,11864.96,,,,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,12/11/2013,5922.73,,,,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,12/11/2013,638.17,,,,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,12/11/2013,2135.42,,,,
Customer & People Services,ICT,CBAG,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,12/11/2013,1359.41,,,,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,12/11/2013,1312.87,,,,
Customer & People Services,ICT,CBAH,Premises-Related Expenditure,R&M -Building Other,AGL Electrical,14/11/2013,4304,,,,
Customer & People Services,ICT,CBAH,Supplies & Services,Comp Software (Purch / Hire),Advanced Learning,25/11/2013,40628,,,,
Customer & People Services,ICT,CBAH,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,26/11/2013,439.8,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,26/11/2013,439.8,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),ESRI (UK) CAMBRIDGE LTD,21/11/2013,1459,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),IDOX SOFTWARE LTD,22/11/2013,950,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Hardware (Purch / Hire),GARC Limited,08/11/2013,34525,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),CIVICA UK LIMITED,28/11/2013,16436.81,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),CIVICA SERVICES LTD 23120510),29/11/2013,393.2,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,08/11/2013,225,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,External Computer Use,NTA MONITOR LTD,07/11/2013,4950,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),ESRI (UK) CAMBRIDGE LTD,08/11/2013,2233.8,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,08/11/2013,16907,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,08/11/2013,23254,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),VISIONWARE LTD,12/11/2013,2819,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),AQ LIMITED,12/11/2013,112.71,,,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,04/11/2013,238,,,,
Customer & People Services,ICT,CBAJ,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,14/11/2013,372.3,,,,
Customer & People Services,ICT,CBAL,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,19/11/2013,281.4,,,,
Customer & People Services,ICT,CBAL,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,26/11/2013,586.25,,,,
Customer & People Services,ICT,CBAL,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,27/11/2013,117.25,,,,
Customer & People Services,ICT,CBAL,Supplies & Services,Photocopying,XEROX (UK) LTD,05/11/2013,-122.19,,,,
Customer & People Services,ICT,CBAL,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,06/11/2013,281.4,,,,
Customer & People Services,ICT,CBAL,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,06/11/2013,586.25,,,,
Customer & People Services,Library Services,LBMA,Supplies & Services,Equipment - Repair,AXIELL LTD,26/11/2013,225,,,,
Customer & People Services,Library Services,LBMA,Supplies & Services,Other Services,OPENING THE BOOK LTD,11/11/2013,3955,,,,
Customer & People Services,Library Services,LBMA,Supplies & Services,Other Services,OPENING THE BOOK LTD,11/11/2013,3980,,,,
Customer & People Services,Library Services,LBMA,Supplies & Services,Other Services,OPENING THE BOOK LTD,11/11/2013,4150,,,,
Customer & People Services,Library Services,LBMA,Supplies & Services,Other Services,OPENING THE BOOK LTD,11/11/2013,3881,,,,
Customer & People Services,Library Services,LBMA,Supplies & Services,Other Services,OPENING THE BOOK LTD,12/11/2013,4150,,,,
Customer & People Services,Library Services,LLAA,Employees,Course Fees,TRINITY COLLEGE LONDON,05/11/2013,115,,,,
Customer & People Services,Library Services,LLAA,Employees,Course Fees,AMA,12/11/2013,115,,,,
Customer & People Services,Library Services,LLAA,Premises-Related Expenditure,Trade Refuse,CARTWRIGHTS WASTE DISPOSAL SERV LTD,08/11/2013,145,,,,
