Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,23/01/2014,180.8,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,23/01/2014,136.02,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,23/01/2014,108.21,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,23/01/2014,444.41,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,23/01/2014,102.98,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,23/01/2014,118.21,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,23/01/2014,162.38,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,261.41,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,107,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,201.93,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,170.27,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,103.26,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,100.05,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,203.48,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,187.11,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,174.63,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,127.93,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,304.21,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,105.26,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,218.84,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,30/01/2014,268.43,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,16/01/2014,194.07,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,16/01/2014,240.72,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,16/01/2014,215.69,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,16/01/2014,161.13,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,16/01/2014,142.18,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,10/01/2014,141.82,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,10/01/2014,106.34,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,10/01/2014,216.47,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,10/01/2014,198.29,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,ROWLANDS & COMPANY,15/01/2014,142.88,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,23/01/2014,134.49,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,23/01/2014,199.8,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,23/01/2014,154.28,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,30/01/2014,172.72,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,30/01/2014,129.5,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/01/2014,101.41,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,John Sheppard Catering Butchers,06/01/2014,142.25,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,10/01/2014,121.85,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,16/01/2014,176.59,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,16/01/2014,149.63,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,16/01/2014,143.57,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,10/01/2014,230.4,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,10/01/2014,188.74,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,10/01/2014,217.79,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Aroma Tea & Coffee Merchants,15/01/2014,167.29,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Equipment - Repair,SHREWSBURY & TELFORD CASH REGISTER CO,15/01/2014,160,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Holidays & Outings,Vegware,15/01/2014,112.08,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Holidays & Outings,Vegware,16/01/2014,118.04,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,23/01/2014,214.29,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,23/01/2014,141.01,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,23/01/2014,109.37,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,30/01/2014,123.34,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,30/01/2014,131.12,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,30/01/2014,260.65,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,30/01/2014,175.76,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Furniture - Purchase,CHRISBEON OFFICE SUPPLIES,17/01/2014,200.1,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Translation Services,VISS LTD,10/01/2014,125,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Translation Services,VISS LTD,10/01/2014,125,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Translation Services,VISS LTD,10/01/2014,125,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Protective Clothing,IMAGE@WORK LTD,20/01/2014,157.83,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Stationery,Q-MATIC UK LTD,28/01/2014,315,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Equipment - Hire,HORIZON SOFT DRINKS LTD,31/01/2014,199,,,,,,
Customer Services,Customer & Registrars Services,LSAA,Supplies & Services,Equipment - Hire,OASIS INTERIOR LANDSCAPING,02/01/2014,332.85,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,22/01/2014,1560.89,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,22/01/2014,2700.94,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Equipment - Purchase,SPECIALIST COMPUTERS CENTRES PLC,30/01/2014,259.84,,,,,,
Customer Services,Facilities Management and Cleaning Services,ASAB,Supplies & Services,Other Expenses,BUSINESS WATCH GUARDING LIMITED,16/01/2014,227.5,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAA,Premises-Related Expenditure,R&M -Buildings DLO Charge,TELFORD & WREKIN SERVICES LTD,20/01/2014,6069.16,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAD,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,20/01/2014,17843.18,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAM,Premises-Related Expenditure,R&M -Building Other,PROKILL UK LIMITED,15/01/2014,250,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAS,Premises-Related Expenditure,R&M -Buildings DLO Charge,TELFORD & WREKIN SERVICES LTD,02/01/2014,2742.11,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAS,Premises-Related Expenditure,R&M -Buildings DLO Charge,TELFORD & WREKIN SERVICES LTD,14/01/2014,2742.11,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAV,Capital Financing Costs,Unitary Charge,PYRAMID SCHOOLS (HADLEY) LTD,14/01/2014,807320.68,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAV,Capital Financing Costs,Unitary Charge,PYRAMID SCHOOLS (HADLEY) LTD,22/01/2014,818679.29,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M - Electrical,ACUTE SALES LIMITED,30/01/2014,550,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,10/01/2014,230.45,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,10/01/2014,250.43,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,Howdens Joinery Ltd,02/01/2014,104.4,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,Howdens Joinery Ltd,02/01/2014,-104.4,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,Howdens Joinery Ltd,02/01/2014,703.36,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,23/01/2014,270,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,23/01/2014,125.78,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,MAIN MAN SUPPLIES LTD,03/01/2014,-151.7,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,13/01/2014,170,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,09/01/2014,176.55,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,09/01/2014,284.16,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,WENLOCK HEALTH & SAFETY LTD,13/01/2014,267.68,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,10/01/2014,220.15,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,Grounds Maintenance - Other,NOBRIDGE LTD,17/01/2014,300,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,Howdens Joinery Ltd,17/01/2014,110,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,MAIN MAN SUPPLIES LTD,29/01/2014,191.75,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,DCI RECYCLING,31/01/2014,140,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Supplies & Services,Protective Clothing,MAIN MAN SUPPLIES LTD,13/01/2014,151.7,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Supplies & Services,Equipment - Hire,DCI RECYCLING,13/01/2014,250,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,30/01/2014,153.05,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,30/01/2014,244.81,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,14/01/2014,132.82,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,14/01/2014,100.44,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,14/01/2014,102.76,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),02/01/2014,-144.72,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,02/01/2014,103.91,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/01/2014,116.1,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/01/2014,111.28,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),22/01/2014,107.93,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),22/01/2014,126.95,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,30/01/2014,207.95,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,30/01/2014,122.42,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,30/01/2014,107.26,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,14/01/2014,143.34,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,15/01/2014,112.5,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,20/01/2014,112.5,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/01/2014,105.2,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,20/01/2014,112.5,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Supplies & Services,Equipment - Repair,A3 MACHINES LIMITED,30/01/2014,259.89,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSS,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,30/01/2014,110.67,,,,,,
Customer Services,Facilities Management and Cleaning Services,EWAM,Supplies & Services,Other Services,ENVIRONMENT AGENCY,14/01/2014,1290,,,,,,
Customer Services,ICT,CBAB,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,06/01/2014,595,,,,,,
Customer Services,ICT,CBAB,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,06/01/2014,510,,,,,,
Customer Services,ICT,CBAB,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,21/01/2014,884,,,,,,
Customer Services,ICT,CBAB,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,21/01/2014,586.5,,,,,,
Customer Services,ICT,CBAB,Employees,Agency Supply Costs,EVOLUTION RECRUITMENT SOLUTIONS LTD,23/01/2014,408,,,,,,
Customer Services,ICT,CBAF,Supplies & Services,Comp Hardware (Purch / Hire),ORANGE PERSONAL COMM SERVICES LTD,08/01/2014,253.85,,,,,,
Customer Services,ICT,CBAF,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,13/01/2014,134,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,SYNETRIX LTD,22/01/2014,272,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,SPECIALIST COMPUTERS CENTRES PLC,07/01/2014,1264.6,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,SPECIALIST COMPUTERS CENTRES PLC,07/01/2014,132.85,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,07/01/2014,812.81,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,08/01/2014,591.5,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,08/01/2014,5884.53,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,08/01/2014,1334.48,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,08/01/2014,188.86,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,08/01/2014,2011.1,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,08/01/2014,16926.88,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,WREKIN SERVICES LTD,17/01/2014,200,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Other Expenses,PROCESS FLOWS UK LTD,17/01/2014,116.01,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Other Expenses,PROCESS FLOWS UK LTD,17/01/2014,498.51,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,17/01/2014,9100.36,,,,,,
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,30/01/2014,1983,,,,,,
