Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,16/12/2014,162.97,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,16/12/2014,143.48,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,106.73,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,133.72,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,109.50,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,108.95,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,103.22,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,147.88,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,109.73,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,108.01,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,-142.44,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,195.51,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,-143.13,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,160.25,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,-267.89,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,339.20,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,150.80,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,159.57,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,110.34,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/12/2014,-143.13,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,10/12/2014,124.81,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,10/12/2014,106.09,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,10/12/2014,534.66,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,11/12/2014,125.00,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,11/12/2014,212.00,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,11/12/2014,167.00,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,11/12/2014,249.00,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,11/12/2014,179.00,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,11/12/2014,114.00,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,SMART FOOD,16/12/2014,152.80,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,SMART FOOD,05/12/2014,183.80,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,SMART FOOD,16/12/2014,124.83,,
Customer Services,Catering,CASP,Supplies & Services,Provisions,SMART FOOD,16/12/2014,152.80,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,19/12/2014,109.53,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,19/12/2014,131.36,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,19/12/2014,436.95,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,19/12/2014,144.92,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,19/12/2014,306.81,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,19/12/2014,104.77,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,19/12/2014,137.28,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,19/12/2014,104.94,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,19/12/2014,229.21,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,19/12/2014,119.55,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,19/12/2014,318.27,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,132.86,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,640.50,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,121.49,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,138.25,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,192.24,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,159.07,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,146.90,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,358.15,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,263.29,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,193.54,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,196.38,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,191.83,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,356.13,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,293.49,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,190.26,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,124.09,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,114.87,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,341.77,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/12/2014,159.36,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,229.43,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,155.81,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,536.48,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,813.37,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,115.14,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,152.55,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,205.86,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,193.48,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,124.08,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,407.18,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,100.60,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,294.38,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,140.67,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,393.27,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,103.77,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,12/12/2014,200.74,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,19/12/2014,116.90,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,16/12/2014,140.82,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,JOHAL DAIRIES,19/12/2014,368.51,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,JOHAL DAIRIES,19/12/2014,253.59,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,17/12/2014,110.00,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,17/12/2014,318.60,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,17/12/2014,118.20,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,10/12/2014,177.87,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,10/12/2014,156.83,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,02/12/2014,110.00,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,05/12/2014,407.05,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,05/12/2014,101.34,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,05/12/2014,101.34,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,05/12/2014,101.34,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,05/12/2014,101.34,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,01/12/2014,192.92,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,01/12/2014,101.34,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,01/12/2014,192.92,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,01/12/2014,341.70,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,01/12/2014,265.16,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,16/12/2014,188.21,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,16/12/2014,353.75,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,16/12/2014,211.75,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,16/12/2014,101.34,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,16/12/2014,330.90,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,On A Roll,16/12/2014,403.94,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,05/12/2014,207.17,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,05/12/2014,109.78,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,16/12/2014,204.66,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,16/12/2014,169.66,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,16/12/2014,154.69,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,16/12/2014,143.91,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,16/12/2014,104.79,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,11/12/2014,117.00,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,11/12/2014,134.00,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,SLUSH PUPPIE LTD,18/12/2014,257.76,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,SLUSH PUPPIE LTD,18/12/2014,257.76,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,SLUSH PUPPIE LTD,19/12/2014,257.76,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,SLUSH PUPPIE LTD,19/12/2014,301.36,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,SLUSH PUPPIE LTD,19/12/2014,403.62,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,SLUSH PUPPIE LTD,16/12/2014,-257.76,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,SLUSH PUPPIE LTD,16/12/2014,-257.76,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,SMART FOOD,11/12/2014,587.80,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,SMART FOOD,16/12/2014,343.20,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,Tasties of Chester Ltd,11/12/2014,372.88,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,Tasties of Chester Ltd,05/12/2014,506.98,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,Tasties of Chester Ltd,01/12/2014,371.77,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,Tasties of Chester Ltd,16/12/2014,372.88,,
Customer Services,Catering,CASS,Supplies & Services,Holidays & Outings,TRI STAR PACKAGING SUPPLIES LIMITED,11/12/2014,141.41,,
Customer Services,Catering,CASS,Supplies & Services,Holidays & Outings,TRI STAR PACKAGING SUPPLIES LIMITED,11/12/2014,288.47,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,TROPICAL ICE,16/12/2014,110.00,,
Customer Services,Catering,CASS,Supplies & Services,Provisions,Willoughby (731) Ltd T/A The Fabulous Bakin' Boys,11/12/2014,137.18,,
Customer Services,Catering,CASX,Supplies & Services,Provisions,BIKOLD,08/12/2014,151.53,,
Customer Services,Catering,CASX,Supplies & Services,Provisions,BIKOLD,08/12/2014,174.86,,
Customer Services,Catering,CASX,Supplies & Services,Provisions,BIKOLD,12/12/2014,129.03,,
Customer Services,Catering,CASX,Supplies & Services,Provisions,BIKOLD,12/12/2014,168.56,,
Customer Services,Catering,CASX,Supplies & Services,Provisions,John Sheppard Catering Butchers,17/12/2014,113.27,,
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,19/12/2014,178.54,,
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,19/12/2014,115.32,,
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,08/12/2014,138.24,,
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,08/12/2014,120.18,,
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,12/12/2014,169.29,,
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,12/12/2014,176.15,,
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,12/12/2014,179.06,,
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,12/12/2014,232.39,,
Customer Services,Catering,COMM,Supplies & Services,Provisions,G N BADLEY & SONS,18/12/2014,120.48,,
Customer Services,Catering,COMM,Supplies & Services,Provisions,On A Roll,05/12/2014,355.62,,
Customer Services,Catering,LCAP,Supplies & Services,Provisions,BIKOLD,19/12/2014,195.00,,
Customer Services,Catering,LCAP,Supplies & Services,Provisions,BIKOLD,08/12/2014,150.00,,
Customer Services,Catering,LCAP,Supplies & Services,Provisions,BIKOLD,12/12/2014,158.18,,
Customer Services,Catering,LCAP,Supplies & Services,Provisions,BIKOLD,12/12/2014,383.47,,
Customer Services,Catering,LCAP,Supplies & Services,Provisions,BIKOLD,12/12/2014,277.87,,
Customer Services,Catering,LCAP,Supplies & Services,Provisions,BIKOLD,12/12/2014,430.69,,
Customer Services,Catering,LEIC,Supplies & Services,Provisions,BIKOLD,19/12/2014,234.09,,
Customer Services,Catering,LEIC,Supplies & Services,Provisions,BIKOLD,19/12/2014,262.40,,
Customer Services,Catering,LEIC,Supplies & Services,Provisions,BIKOLD,08/12/2014,221.15,,
Customer Services,Catering,LEIC,Supplies & Services,Provisions,BIKOLD,08/12/2014,222.87,,
Customer Services,Catering,LEIC,Supplies & Services,Provisions,BIKOLD,12/12/2014,177.64,,
Customer Services,Catering,LEIC,Supplies & Services,Provisions,BIKOLD,12/12/2014,439.98,,
Customer Services,Catering,LEIC,Supplies & Services,Provisions,TROPICAL ICE,03/12/2014,"1,171.20",,
Customer Services,Catering,LEIC,Supplies & Services,Provisions,Willoughby (731) Ltd T/A The Fabulous Bakin' Boys,11/12/2014,172.14,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Furniture - Purchase,OPENING THE BOOK LTD,11/12/2014,840.00,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Web Services,ROLo Solutions LTD,16/12/2014,"2,560.00",,
Customer Services,Customer & Registrars Services,LSAA,Supplies & Services,Equipment - Purchase,Cartridge Save Limited,11/12/2014,246.03,,
Customer Services,Customer & Registrars Services,LSAA,Supplies & Services,Postages,NEOPOST LTD ,10/12/2014,400.00,,
Customer Services,Customer & Registrars Services,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,Limetree Landscape Services and Nurseries Limited,03/12/2014,385.00,,
Customer Services,Customer & Registrars Services,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,18/12/2014,"3,981.40",,
Customer Services,Customer & Registrars Services,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,18/12/2014,"5,043.65",,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Subscriptions,NATIONAL ASSOCIATION OF MEMORIAL MASONS,18/12/2014,205.00,,
Customer Services,Facilities Management and Cleaning Services,ASAB,Premises-Related Expenditure,R&M -Buildings DLO Charge,DENMANS ELECTRICAL WHOLESALERS LTD,11/12/2014,231.45,,
Customer Services,Facilities Management and Cleaning Services,ASAB,Premises-Related Expenditure,R&M -Buildings DLO Charge,DENMANS ELECTRICAL WHOLESALERS LTD,11/12/2014,238.50,,
Customer Services,Facilities Management and Cleaning Services,CFAA,Premises-Related Expenditure,Grounds Maintenance,NOBRIDGE LTD,10/12/2014,"3,351.81",,
