Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,19/08/2014,117,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,13/08/2014,130.62,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,13/08/2014,155,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,13/08/2014,152.21,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,14/08/2014,274,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,13/08/2014,102,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,14/08/2014,958,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,06/08/2014,178.44,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,21/08/2014,344.53,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,11/08/2014,127.58,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,11/08/2014,122.5,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,13/08/2014,390.64,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,06/08/2014,2117.3,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,04/08/2014,295.16,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,04/08/2014,615.49,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,04/08/2014,200,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,01/08/2014,101.9,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,01/08/2014,194.09,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,04/08/2014,102.9,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,04/08/2014,101.9,,,,,,,
"Development, Business & Employment",Property & Design,COAG,Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,04/08/2014,260.34,,,,,,,
"Development, Business & Employment",Property & Design,COAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,OTIS LIMITED,12/08/2014,488.43,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,325.58,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Electricity,E.ON (36166103),15/08/2014,122.23,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),22/08/2014,345.24,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Gas,West Mercia Energy (WME),22/08/2014,288.12,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,13/08/2014,400,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/08/2014,400.3,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/08/2014,452.65,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/08/2014,420.6,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/08/2014,385.5,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/08/2014,420.6,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,13/08/2014,455,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/08/2014,404,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/08/2014,420.6,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,13/08/2014,400,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/08/2014,420.6,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,KEY ANGELS LTD,13/08/2014,400,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/08/2014,429.2,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,13/08/2014,431.1,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/08/2014,443.4,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/08/2014,477.2,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,13/08/2014,420.6,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,Churches Fire Security Ltd,01/08/2014,219.79,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,NOBRIDGE LTD,18/08/2014,150,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,AS & P SERVICES TA RAINBOW INTERNATIONAL,18/08/2014,150,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,19/08/2014,235.26,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,JONES & HAMPTON LTD,12/08/2014,116.17,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,12/08/2014,113.75,,,,,,,
"Development, Business & Employment",Property & Design,COAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,18/08/2014,119.4,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),14/08/2014,307.35,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,RENTOKIL INITIAL UK LIMITED,14/08/2014,163.92,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,15/08/2014,677.00,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,15/08/2014,677.00,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,29/08/2014,677.00,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,29/08/2014,677.00,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,29/08/2014,677.00,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,19/08/2014,677.00,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,OCEAN CONTRACT CLEANING LTD,12/08/2014,3321.46,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Contributions to Premises-related Provisions,Breasley Pillows Limited,14/08/2014,892.5,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Contributions to Premises-related Provisions,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),19/08/2014,315.32,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Contributions to Premises-related Provisions,Swift Business Solutions Ltd,19/08/2014,-137.48,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS ELEC (502015),01/08/2014,131.68,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,274.76,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,554.83,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,1167.37,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,265.52,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,278.18,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,929.95,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,874.74,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,239.13,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,431.06,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,242.04,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,630.14,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,106.58,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,2657.46,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,765.82,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,1074.17,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,616.84,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,132.75,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,781.84,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),15/08/2014,472.75,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/08/2014,5235.96,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/08/2014,7837.33,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/08/2014,3798.53,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/08/2014,8287.33,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/08/2014,4642.37,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),11/08/2014,12363.41,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),01/08/2014,"1,924.01",,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),01/08/2014,145.46,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),01/08/2014,"4,349.18",,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),01/08/2014,138.95,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,BUDGET GAS LTD,01/08/2014,153.95,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,BUDGET GAS LTD,01/08/2014,123.16,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS (GU45 1AW),15/08/2014,352.90,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,BUDGET GAS LTD,27/08/2014,153.95,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,BUDGET GAS LTD,27/08/2014,123.16,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS (GU45 1AW),19/08/2014,107.35,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),22/08/2014,438.97,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),22/08/2014,157.47,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),22/08/2014,406.71,,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),22/08/2014,"1,731.56",,,,,,,
"Development, Business & Employment",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),22/08/2014,"2,599.49",,,,,,,
