Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date, Amount ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,31/05/2018, 332.43 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,31/05/2018, 209.89 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,31/05/2018, 205.98 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,31/05/2018, 185.00 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,31/05/2018, 222.41 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,31/05/2018, 241.50 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,31/05/2018, 182.18 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,31/05/2018, 145.18 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,31/05/2018, 270.45 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,31/05/2018, 107.40 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 276.82 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 115.56 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 104.18 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 105.92 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 366.61 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,31/05/2018, 100.37 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 137.89 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 275.15 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 158.80 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 137.80 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 105.92 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 247.32 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 105.39 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 215.33 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 261.35 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 122.15 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 179.81 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 135.16 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 196.00 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 292.15 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 125.10 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 142.71 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 259.53 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 172.88 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 156.40 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 184.91 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 136.89 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 105.79 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 135.96 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 268.41 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 106.15 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 128.29 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 100.50 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 127.12 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 101.19 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 235.37 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 284.15 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 339.57 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 533.11 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 334.49 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 251.47 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 285.62 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 179.50 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 279.17 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 237.41 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 129.92 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 129.82 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 239.34 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 302.81 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 105.66 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 432.26 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 368.88 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 287.15 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 114.87 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 199.52 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 128.99 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 191.85 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 168.33 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 235.95 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 163.55 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 321.11 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 127.40 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 211.31 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 126.18 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 128.54 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 101.36 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 193.09 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 121.02 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 220.96 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 232.69 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 241.81 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 194.08 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 454.91 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 283.40 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 421.31 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 362.69 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 127.40 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 545.07 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 131.40 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 196.04 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 149.82 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 235.38 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 113.73 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 306.62 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 139.63 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 134.08 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 141.72 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 108.80 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 162.51 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 137.57 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 402.00 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 187.60 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 152.16 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 523.96 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 312.11 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 100.46 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 213.02 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 137.93 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 275.29 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 161.09 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 106.26 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 123.96 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 240.50 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 477.48 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 122.29 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 148.62 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 247.68 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,04/05/2018, 439.11 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 113.66 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 156.69 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 119.89 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 273.70 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 125.71 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 460.19 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 339.17 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 253.97 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 379.13 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 252.40 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 171.16 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 117.28 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 157.02 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 399.12 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 151.46 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 146.36 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 112.47 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 382.18 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 469.21 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 181.33 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 244.11 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 435.66 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 135.44 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 260.35 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 214.74 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 269.59 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 531.38 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 131.53 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 185.38 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 140.42 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 260.52 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 156.98 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 167.31 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 319.21 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 287.97 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 170.82 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 105.44 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 276.59 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 130.79 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 108.10 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 209.58 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 261.22 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 222.32 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 329.29 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 104.33 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 128.87 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 340.73 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 273.42 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 246.41 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 245.82 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 120.23 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 240.61 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 482.54 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 104.72 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 114.10 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 127.61 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 153.12 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 130.31 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 332.80 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 116.73 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 103.37 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 101.50 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 120.04 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 157.60 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 190.20 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 151.81 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 132.03 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 211.08 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 120.59 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 120.00 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 209.15 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 165.33 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 250.50 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 152.61 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 155.63 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 171.60 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 269.71 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 265.34 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 133.31 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 179.36 ,
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2018, 107.54 ,
