Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,HORTON AUTOMATICS LTD,20/12/2013,114,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRA-BERN,09/12/2013,435,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,16/12/2013,913.71,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,16/12/2013,580.92,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,16/12/2013,1117.41,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,16/12/2013,3318,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,16/12/2013,669.15,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,16/12/2013,255,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,J.A.K. WATER SYSTEMS LTD,16/12/2013,578,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,RCS ROOFING CONSTRUCTION SERVICES LTD,17/12/2013,165,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,RCS ROOFING CONSTRUCTION SERVICES LTD,18/12/2013,344.68,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,18/12/2013,1023.07,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,ASLES (TOOL HIRE & SALES) LTD,18/12/2013,569,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,Protec Fire Detection PLC,18/12/2013,158.94,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,BUDGET GAS LTD,16/12/2013,118.84,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,16/12/2013,252,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,16/12/2013,157.5,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,16/12/2013,338.88,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,SKI SLOPE SERVICES LTD,02/12/2013,642.28,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,19/12/2013,774.39,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,19/12/2013,293.15,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,02/12/2013,623.04,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS (GU45 1AW),02/12/2013,1106.56,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Non Domestic Rates,CYNGOR GWYNEDD COUNCIL,02/12/2013,1601,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,04/12/2013,624.39,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),04/12/2013,2993.09,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),04/12/2013,4481.22,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),04/12/2013,129.56,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),04/12/2013,108.79,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),04/12/2013,531.76,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),04/12/2013,597.82,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),04/12/2013,578.25,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),04/12/2013,393.9,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),04/12/2013,112.72,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,11/12/2013,189.15,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,10/12/2013,1191.85,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,297.28,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,234.6,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,726.36,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,WELLINGTON INSULATION CO. LTD,02/12/2013,150,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,AQUALOGIC (WC) LTD,02/12/2013,111.5,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,AQUALOGIC (WC) LTD,02/12/2013,143,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),12/12/2013,548.99,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,1459.65,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,207.78,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,8322.56,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,839.78,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,9252.63,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,8875.53,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,544.78,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,685.21,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,819.85,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,635.94,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,365.48,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,511.62,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,195.21,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,600.96,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,410.45,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,957.65,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,250.97,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,780.85,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,2959.56,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,West Mercia Energy (WME),12/12/2013,-129.56,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),12/12/2013,661.39,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),12/12/2013,347.26,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,206.01,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,195.01,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Window Cleaning,HYKLEEN WINDOW CLEANING CONTRACTORS,16/12/2013,135,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,730.58,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2013,4962.99,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,OCEAN CONTRACT CLEANING LTD,16/12/2013,3321.46,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,FCC RECYCLING (UK) LIMITED,19/12/2013,360.72,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,19/12/2013,260,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Hygiene Services,PHS GROUP LTD,19/12/2013,366.44,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,19/12/2013,256.23,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,PHS GROUP LTD,19/12/2013,212,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS ALL CLEAR,19/12/2013,1085.5,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,S P HOLDING SERVICES LTD,16/12/2013,220,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,16/12/2013,148.25,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,16/12/2013,252,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,16/12/2013,220.5,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,16/12/2013,252,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,16/12/2013,252,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,16/12/2013,252,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Fuel Oil,West Mercia Energy (WME),06/12/2013,1674.85,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,HERRON CLEANING SERVICES,02/12/2013,200,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS (GU45 1AW),02/12/2013,2284.71,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,20/12/2013,189.15,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,20/12/2013,139.15,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,JCE & SONS LTD,20/12/2013,399,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,JCE & SONS LTD,20/12/2013,1502.2,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES (Shropshire) Ltd,20/12/2013,357.6,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES (Shropshire) Ltd,20/12/2013,289.4,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,GRA-BERN,20/12/2013,120,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,Automated Building Controls Limited,20/12/2013,1137,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,ARJOHUNTLEIGH UK,20/12/2013,547.4,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,20/12/2013,171.64,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/12/2013,1821.14,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Swimming Pool Chemicals,AIR PRODUCTS CRYOEASE SERVICES,09/12/2013,400.56,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Swimming Pool Chemicals,AIR PRODUCTS CRYOEASE SERVICES,09/12/2013,177.09,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,09/12/2013,213.07,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,09/12/2013,104.76,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,09/12/2013,586.17,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,09/12/2013,624.39,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,09/12/2013,749.51,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,09/12/2013,278.24,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,WELLINGTON INSULATION CO. LTD,16/12/2013,600,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,WELLINGTON INSULATION CO. LTD,16/12/2013,600,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,Central Refrigeration & Air Conditioning Ltd,16/12/2013,185.4,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,Protec Fire Detection PLC,16/12/2013,495,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,16/12/2013,157.5,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,16/12/2013,220.5,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,16/12/2013,126,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,16/12/2013,252,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,16/12/2013,220.5,,,,
