Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,THE FABULOUS BAKIN BOYS,05/02/2014,125.16,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/02/2014,612.8,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/02/2014,335.29,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,THE FABULOUS BAKIN BOYS,05/02/2014,128.59,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/02/2014,110.9,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/02/2014,228.8,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/02/2014,166.35,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/02/2014,134.17,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,12/02/2014,232.69,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,112.47,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,164.39,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,126.15,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,102.47,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,150.51,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,263.9,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,129.8,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,283.64,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,141.53,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,444.64,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,177.38,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,119.61,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,171.16,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,197.98,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,340.8,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,119.95,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,13/02/2014,110.32,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,THE FABULOUS BAKIN BOYS,18/02/2014,105.33,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,THE FABULOUS BAKIN BOYS,18/02/2014,125.16,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,18/02/2014,642.17,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,18/02/2014,288.3,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,18/02/2014,261.89,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,18/02/2014,139.48,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,18/02/2014,331.92,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,18/02/2014,304.17,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,18/02/2014,119.76,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,SMART FOOD,18/02/2014,343.2,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,TROPICAL ICE,18/02/2014,510,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,24/02/2014,719.9,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,24/02/2014,338.34,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,SMART FOOD,24/02/2014,381.4,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,24/02/2014,719.9,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,24/02/2014,137.44,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,24/02/2014,159.6,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,24/02/2014,231.08,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,26/02/2014,-719.9,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,SMART FOOD,26/02/2014,343.2,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,218.73,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,102.47,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,250.35,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,150.09,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,134.41,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,119.63,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,172.9,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,352.25,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,197.53,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,232.37,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,457.06,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,203.18,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,105.09,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,307.28,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,102.57,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,107,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,267.43,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,27/02/2014,141.47,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,SMART FOOD,27/02/2014,458.4,,,,,,,,
Customer Services,Education & Commercial Catering,CASX,Supplies & Services,Provisions,BIKOLD,06/02/2014,147.04,,,,,,,,
Customer Services,Education & Commercial Catering,CASX,Supplies & Services,Provisions,BIKOLD,06/02/2014,202.76,,,,,,,,
Customer Services,Education & Commercial Catering,CASX,Supplies & Services,Provisions,BIKOLD,06/02/2014,140.46,,,,,,,,
Customer Services,Education & Commercial Catering,CASX,Supplies & Services,Provisions,SMART FOOD,05/02/2014,229.2,,,,,,,,
Customer Services,Education & Commercial Catering,CASX,Supplies & Services,Provisions,BIKOLD,13/02/2014,182.37,,,,,,,,
Customer Services,Education & Commercial Catering,CASX,Supplies & Services,Provisions,BIKOLD,13/02/2014,232.99,,,,,,,,
Customer Services,Education & Commercial Catering,CASX,Supplies & Services,Provisions,BIKOLD,27/02/2014,218.67,,,,,,,,
Customer Services,Education & Commercial Catering,CASX,Supplies & Services,Provisions,BIKOLD,27/02/2014,156.51,,,,,,,,
Customer Services,Education & Commercial Catering,CASX,Supplies & Services,Provisions,BIKOLD,27/02/2014,132.57,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,06/02/2014,941.64,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,06/02/2014,211.38,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,06/02/2014,115.12,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,06/02/2014,140.21,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,06/02/2014,144.31,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,11/02/2014,329.32,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,11/02/2014,322.19,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Holidays & Outings,Vegware,11/02/2014,104.58,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,112.33,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,11/02/2014,334.06,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,11/02/2014,329.38,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,11/02/2014,266.86,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,11/02/2014,396.51,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,128.12,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,13/02/2014,198.62,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,13/02/2014,140.83,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,13/02/2014,329.63,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,13/02/2014,157.93,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,13/02/2014,173.73,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Equipment - Hire,ShropshireVendingServices,18/02/2014,100.27,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/02/2014,126.87,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Equipment - Hire,ShropshireVendingServices,27/02/2014,101.05,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Holidays & Outings,Vegware,27/02/2014,104.58,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Equipment - Hire,SIEMENS FINANCIAL SERVICES LTD,27/02/2014,553.74,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Equipment - Hire,SIEMENS FINANCIAL SERVICES LTD,27/02/2014,553.73,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,27/02/2014,105.57,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,27/02/2014,193.3,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,27/02/2014,135.49,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,27/02/2014,240.54,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,27/02/2014,124.77,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,27/02/2014,141.45,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,27/02/2014,269.1,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,27/02/2014,130.11,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,BIKOLD,27/02/2014,206.21,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,27/02/2014,351.75,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,27/02/2014,364.26,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,27/02/2014,232.75,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,27/02/2014,243.53,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,27/02/2014,299.52,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,27/02/2014,359.84,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,27/02/2014,320.51,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,27/02/2014,363.39,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,27/02/2014,356.73,,,,,,,,
Customer Services,Education & Commercial Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,27/02/2014,307.68,,,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Employees,Course Fees,TELFORD COLLEGE OF ARTS & TECHNOLOGY,11/02/2014,1600,,,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,28/02/2014,2142.14,,,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Translation Services,VISS LTD,14/02/2014,125,,,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Translation Services,VISS LTD,10/02/2014,125,,,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Translation Services,VISS LTD,10/02/2014,125,,,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Comp Hardware (Purch / Hire),SYNETRIX LTD,12/02/2014,990,,,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Translation Services,VISS LTD,28/02/2014,125,,,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,28/02/2014,2092.09,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,14/02/2014,5353.11,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,20/02/2014,1740.27,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Funeral Services,G H DAVIES & SON,25/02/2014,267.8,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Funeral Services,G H DAVIES & SON,25/02/2014,263.6,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Funeral Services,G H DAVIES & SON,25/02/2014,277.6,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,ASAB,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,20/02/2014,143,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,05/02/2014,6069.16,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAA,Premises-Related Expenditure,R&M -Buildings DLO Charge,NOBRIDGE LTD,18/02/2014,3351.81,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAA,Premises-Related Expenditure,R&M -Buildings DLO Charge,TELFORD & WREKIN SERVICES LTD,27/02/2014,6069.16,,,,,,,,
