Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,
Customer & People Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,12/07/2013,4338.86,,
Customer & People Services,ICT,CBAH,Premises-Related Expenditure,R&M -Building Other,WREKIN SERVICES LTD,31/07/2013,307.5,,
Customer & People Services,ICT,CBAH,Premises-Related Expenditure,R&M -Building Other,WREKIN SERVICES LTD,31/07/2013,480,,
Customer & People Services,ICT,CBAH,Supplies & Services,External Computer Use,MICROSOFT LTD,23/07/2013,27063.5,,
Customer & People Services,ICT,CBAJ,Employees,Staff Training,EXPOTEL HOTEL RESERVATIONS LIMITED,18/07/2013,355.37,,
Customer & People Services,ICT,CBAJ,Employees,Staff Training,EXPOTEL HOTEL RESERVATIONS LIMITED,30/07/2013,1266.83,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),AQ LIMITED,04/07/2013,106.79,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),NCC ServicesLtd,10/07/2013,1106,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Computer Hardware (Maint),CCS MEDIA LIMITED,15/07/2013,503.8,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Telecomms,CAPITA IT SERVICES LIMITED,24/07/2013,6196,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),UNIT4 BUSINESS SOFTWARE LTD,29/07/2013,618.6,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,17/07/2013,19135.48,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,17/07/2013,8458.4,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,17/07/2013,2244.26,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Telecomms,Cable & Wireless Worldwide,18/07/2013,2595.72,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,22/07/2013,806,,
Customer & People Services,ICT,CBAJ,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC,23/07/2013,3809.44,,
Customer & People Services,ICT,CBAJ,Supplies & Services,External Computer Use,MICROSOFT LTD,23/07/2013,27063.5,,
Customer & People Services,ICT,CBAJ,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,10/07/2013,115,,
Customer & People Services,ICT,CBAJ,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,09/07/2013,125.2,,
Customer & People Services,ICT,CBAL,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,09/07/2013,293.13,,
Customer & People Services,ICT,CBAL,Supplies & Services,Equipment - Hire,CIT VENDOR FINANCE (UK) LIMITED,12/07/2013,525.94,,
Customer & People Services,ICT,CBAL,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,18/07/2013,281.4,,
Customer & People Services,ICT,CBAL,Supplies & Services,Equipment - Hire,CIT VENDOR FINANCE (UK) LIMITED,23/07/2013,18638.52,,
Customer & People Services,ICT,CBAL,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,03/07/2013,586.25,,
Customer & People Services,ICT,CBAL,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,24/07/2013,305.48,,
Customer & People Services,ICT,WCAG,Capital Expenditure,Payments to Contractor,SPECIALIST COMPUTERS CENTRES PLC,03/07/2013,560,,
Customer & People Services,ICT,WCAG,Capital Expenditure,Payments to Contractor,SPECIALIST COMPUTERS CENTRES PLC,03/07/2013,840,,
Customer & People Services,ICT,WCAG,Capital Expenditure,Payments to Contractor,SPECIALIST COMPUTERS CENTRES PLC,03/07/2013,1432,,
Customer & People Services,ICT,WCAG,Capital Expenditure,Payments to Contractor,SPECIALIST COMPUTERS CENTRES PLC,03/07/2013,2656,,
Customer & People Services,ICT,WCAG,Capital Expenditure,Computer Hardware,CCS MEDIA LIMITED,09/07/2013,20416,,
Customer & People Services,ICT,WCAG,Capital Expenditure,Payments to Contractor,CCS MEDIA LIMITED,09/07/2013,1872.7,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,11/07/2013,111.68,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,11/07/2013,148,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,Magnadata International Ltd,11/07/2013,156.42,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,11/07/2013,107.04,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,11/07/2013,239.2,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,11/07/2013,232.88,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,11/07/2013,189.47,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,11/07/2013,271.26,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,11/07/2013,127.04,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,09/07/2013,220.28,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,LIBRARY MAGNA BOOKS LIMITED,09/07/2013,249.76,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,W F HOWES LTD,09/07/2013,187.2,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,LIBRARY MAGNA BOOKS LIMITED,09/07/2013,266.23,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,09/07/2013,365.3,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,09/07/2013,174.35,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,AUDIOGO LIMITED,05/07/2013,144.25,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,AUDIOGO LIMITED,05/07/2013,127.08,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,29/07/2013,245.54,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,29/07/2013,380.88,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,29/07/2013,495.61,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,29/07/2013,441.58,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,W F HOWES LTD,29/07/2013,187.2,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,29/07/2013,230.22,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,W F HOWES LTD,29/07/2013,373.6,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,30/07/2013,157.97,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,30/07/2013,180.85,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,SHROPSHIRE COUNCIL,18/07/2013,-313.5,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,18/07/2013,197.8,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,AUDIOGO LIMITED,18/07/2013,212.88,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,AUDIOGO LIMITED,18/07/2013,156.92,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,18/07/2013,499.89,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,18/07/2013,128.38,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,SHROPSHIRE COUNCIL,18/07/2013,502.5,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,18/07/2013,436.32,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,AUDIOGO LIMITED,23/07/2013,231.75,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,23/07/2013,153.31,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,23/07/2013,167.78,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,23/07/2013,116.64,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,23/07/2013,304.21,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,OAKHILL PUBLISHING LTD,23/07/2013,332.5,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,AUDIOGO LIMITED,29/07/2013,127.08,,
Customer & People Services,People Services,NHAC,Employees,Professional Subs,CHARTERED INST OF PERSONNEL DEVELOPMENT,04/07/2013,138,,
Customer & People Services,People Services,NHAC,Employees,Professional Subs,CHARTERED INST OF PERSONNEL DEVELOPMENT,04/07/2013,138,,
Customer & People Services,People Services,NHAC,Employees,Professional Subs,CHARTERED INST OF PERSONNEL DEVELOPMENT,04/07/2013,138,,
Customer & People Services,People Services,NHAC,Supplies & Services,Subscriptions,CHARTERED INST OF PERSONNEL DEVELOPMENT,12/07/2013,138,,
Customer & People Services,People Services,NOAG,Supplies & Services,Refreshments Meetings,AUTOBAR VENDING SERVICES LTD,03/07/2013,159.36,,
Customer & People Services,People Services,NOAH,Supplies & Services,Computer Software (Maint),Oaresome LTD,31/07/2013,5000,,
Customer & People Services,People Services,NOAH,Supplies & Services,Consultants Fees,West Midlands Employers,22/07/2013,400,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),VIGOUR CLIENT SERVICES LTD,11/07/2013,750,,
Customer & People Services,People Services,NOAT,Employees,Staff Training,BAAF REGISTERED CHARITY,04/07/2013,798,,
Customer & People Services,People Services,NOAT,Employees,Course Fees,DARTINGTON HALL TRUST,11/07/2013,15000,,
Customer & People Services,People Services,NOAT,Employees,Course Fees,TELFORD OCCUPATIONAL HEALTH SERVICE LTD,09/07/2013,105,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),BLITHFIELD SAFETY TRAINING,09/07/2013,490,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),VIGOUR CLIENT SERVICES LTD,10/07/2013,375,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),VIGOUR CLIENT SERVICES LTD,10/07/2013,375,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),Independent Practice Teaching & Training (lPTT Ltd),08/07/2013,675,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),Independent Practice Teaching & Training (lPTT Ltd),12/07/2013,706.5,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),VIGOUR CLIENT SERVICES LTD,16/07/2013,750,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),SEFAT CONSULTANCY SERVICES,17/07/2013,372.67,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),VIGOUR CLIENT SERVICES LTD,30/07/2013,750,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),SHROPSHIRE PARTNERS IN CARE LTD,31/07/2013,1105,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),BLITHFIELD SAFETY TRAINING,22/07/2013,595,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),BLITHFIELD SAFETY TRAINING,22/07/2013,595,,
Customer & People Services,People Services,NOAT,Employees,Cont Prof Development,CITY & GUILDS,25/07/2013,318,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),VIGOUR CLIENT SERVICES LTD,23/07/2013,792,,
Customer & People Services,People Services,NOAT,Employees,Training Exp's (Facilitators),FIRE MARQUE,23/07/2013,250,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,03/07/2013,719.73,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Stationery,IMPACT MAIL & PRINT LTD,10/07/2013,1030.2,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Other,TAWS PRINTERS LTD,10/07/2013,141.2,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Stationery,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),09/07/2013,256.2,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,02/07/2013,115.92,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Other,TAWS PRINTERS LTD,29/07/2013,234.5,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Stationery,IMPACT MAIL & PRINT LTD,16/07/2013,2494,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Computer Hardware (Maint),NEOPOST LIMITED,31/07/2013,7858.06,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,17/07/2013,2917.41,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,17/07/2013,124.71,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,17/07/2013,124.71,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,17/07/2013,2370.61,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,31/07/2013,704.77,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,31/07/2013,457.57,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,31/07/2013,683.97,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,31/07/2013,714.44,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,31/07/2013,1523.82,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Other,THE FINISHING POINT LTD,22/07/2013,135,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Other,XEROX OFFICE SUPPLIES 4202,22/07/2013,192.64,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,23/07/2013,272.43,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,23/07/2013,2438.04,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,23/07/2013,121.93,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,23/07/2013,1670,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,XEROX (UK) LTD,23/07/2013,17245.8,,
Customer & People Services,Revenues,CBAK,Supplies & Services,Printing - Print Room,SPECIALIST COMPUTERS CENTRES PLC,24/07/2013,14265.83,,
Customer & People Services,Revenues,COAB,Supplies & Services,Computer Software (Maint),PITNEY BOWES LTD,02/07/2013,150,,
Customer & People Services,Revenues,COAB,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,17/07/2013,315,,
Customer & People Services,Revenues,COAB,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,17/07/2013,300,,
Customer & People Services,Revenues,COAC,Supplies & Services,Postages,FRANCOTYP-POSTALIA LIMITED,17/07/2013,5072,,
Customer & People Services,Revenues,COAC,Supplies & Services,Printing - Print Room,PITNEY BOWES LTD,26/07/2013,175,,
Customer & People Services,Revenues,LRTC,Supplies & Services,Stationery,NORTHGATE INFORMATION SOLUTIONS UK LTD,09/07/2013,1370.8,,
Customer & People Services,Revenues,LRTD,Employees,Professional Subs,IRRV,08/07/2013,146,,
Customer & People Services,Revenues,LRTD,Third Party Payments,Other Government - Services,NORTHGATE INFORMATION SOLUTIONS UK LTD,10/07/2013,417.42,,
"Development, Business & Housing","AD - Development, Business & Housing",AEAJ,Supplies & Services,Web Services,The Web Orchard.com,01/07/2013,140,,
"Development, Business & Housing","AD - Development, Business & Housing",AEAJ,Supplies & Services,Business Sector Development,UNIVERSITY OF WOLVERHAMPTON,01/07/2013,181,,
"Development, Business & Housing","AD - Development, Business & Housing",AEAJ,Supplies & Services,Printing - Other,MARKETING AT THE MILL,04/07/2013,925,,
"Development, Business & Housing","AD - Development, Business & Housing",AEAJ,Supplies & Services,Printing - Other,TUDOR PRINT & SIGNS,26/07/2013,830,,
"Development, Business & Housing","AD - Development, Business & Housing",WCAN,Capital Expenditure,Site Purchase,Parry Carver Solicitors,04/07/2013,2000,,
